survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,alive,alone,embarked_Q,embarked_S,fare_normalized,age_normalized
1,1,1,58.0,0,1,153.4625,First,woman,False,yes,False,0,1,0.2995388511917728,0.723548630309123
1,1,1,35.0,0,0,135.6333,First,woman,False,yes,True,0,1,0.2647385704347907,0.4345312892686604
0,1,0,28.0,0,0,31.0,First,man,True,no,True,0,1,0.060507970265993034,0.34656948982156316
1,3,0,25.0,0,0,0.0,Third,man,True,yes,True,0,1,0.0,0.3088715757728072
1,2,1,41.0,0,1,19.5,Second,woman,False,yes,False,0,1,0.038061465167318204,0.5099271173661725
0,1,0,37.0,0,1,29.7,First,man,True,no,False,0,0,0.057970539254838485,0.4596632319678311
1,3,1,28.0,0,0,7.75,Third,woman,False,yes,True,1,0,0.015126992566498259,0.34656948982156316
1,1,1,63.0,1,0,77.9583,First,woman,False,yes,False,0,1,0.15216446768991498,0.7863784870570495
0,3,1,45.0,0,0,7.75,Third,woman,False,no,True,0,1,0.015126992566498259,0.5601910027645137
0,2,0,28.0,0,0,0.0,Second,man,True,no,True,0,1,0.0,0.34656948982156316
0,3,0,7.0,4,1,29.125,Third,child,False,no,False,1,0,0.05684821399990475,0.08268409148027142
1,3,1,35.0,1,1,20.25,Third,woman,False,yes,False,0,1,0.03952536767375352,0.4345312892686604
0,3,0,65.0,0,0,7.75,Third,man,True,no,True,1,0,0.015126992566498259,0.8115104297562202
0,3,0,28.0,0,0,7.8542,Third,man,True,no,True,0,1,0.015330377421392339,0.34656948982156316
0,3,0,16.0,0,0,9.5,Third,man,True,no,True,0,1,0.018542765081513996,0.19577783362653933
1,3,0,19.0,0,0,8.05,Third,man,True,yes,True,0,1,0.015712553569072387,0.2334757476752953
0,1,0,28.0,0,0,26.0,First,man,True,no,True,0,1,0.050748620223090936,0.34656948982156316
0,3,0,33.0,0,0,8.6625,Third,man,True,no,True,0,0,0.016908073949327893,0.4093993465694898
1,3,0,30.0,0,0,9.5,Third,man,True,yes,True,0,1,0.018542765081513996,0.37170143252073384
0,3,0,22.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.2711736617240512
1,2,0,42.0,0,0,13.0,Second,man,True,yes,True,0,1,0.025374310111545468,0.5224930887157577
1,3,1,22.0,0,0,7.75,Third,woman,False,yes,True,1,0,0.015126992566498259,0.2711736617240512
1,1,1,26.0,0,0,78.85,First,woman,False,yes,True,0,1,0.15390495017656614,0.32143754712239253
1,1,1,19.0,1,0,91.0792,First,woman,False,yes,False,0,0,0.17777475888549785,0.2334757476752953
0,2,0,36.0,0,0,12.875,Second,man,True,no,True,0,0,0.025130326360472913,0.4470972606182458
0,3,1,24.0,0,0,8.85,Third,woman,False,no,True,0,1,0.01727404957593672,0.2963056044232219
0,3,0,24.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.2963056044232219
0,1,0,28.0,0,0,27.7208,First,man,True,no,True,0,0,0.05410739813385612,0.34656948982156316
0,3,0,23.5,0,0,7.2292,Third,man,True,no,True,0,0,0.014110458666029575,0.2900226187484292
0,1,1,2.0,1,2,151.55,First,child,False,no,False,0,1,0.29580589980036276,0.01985423473234481
1,1,0,28.0,0,0,30.5,First,man,True,yes,True,0,1,0.05953203526170282,0.34656948982156316
1,1,1,50.0,0,1,247.5208,First,woman,False,yes,False,0,0,0.4831284260198326,0.6230208595124404
1,3,1,28.0,0,0,7.75,Third,woman,False,yes,True,1,0,0.015126992566498259,0.34656948982156316
1,3,0,28.0,2,0,23.25,Third,man,True,yes,False,1,0,0.04538097769949478,0.34656948982156316
0,3,0,19.0,0,0,0.0,Third,man,True,no,True,0,1,0.0,0.2334757476752953
1,2,1,28.0,0,0,12.35,Second,woman,False,yes,True,1,0,0.024105594605968193,0.34656948982156316
0,3,0,28.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.34656948982156316
1,1,0,0.92,1,2,151.55,First,child,False,yes,False,0,1,0.29580589980036276,0.006282985674792663
1,1,1,28.0,0,0,110.8833,First,woman,False,yes,True,0,0,0.21642978772242535,0.34656948982156316
1,1,1,17.0,1,0,108.9,First,woman,False,yes,False,0,0,0.2125586439344078,0.20834380497612465
0,2,0,30.0,1,0,24.0,Second,man,True,no,False,0,0,0.04684488020593009,0.37170143252073384
1,1,1,30.0,0,0,56.9292,First,woman,False,yes,True,0,0,0.11111839809247648,0.37170143252073384
1,1,1,24.0,0,0,83.1583,First,woman,False,yes,True,0,0,0.16231419173453318,0.2963056044232219
1,1,1,18.0,2,2,262.375,First,woman,False,yes,False,0,0,0.5121218935012878,0.22090977632571
0,2,1,26.0,1,1,26.0,Second,woman,False,no,False,0,1,0.050748620223090936,0.32143754712239253
0,3,0,28.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.34656948982156316
0,2,0,43.0,1,1,26.25,Second,man,True,no,False,0,1,0.05123658772523604,0.5350590600653431
1,3,1,26.0,0,0,7.8542,Third,woman,False,yes,True,0,1,0.015330377421392339,0.32143754712239253
1,2,1,24.0,1,0,26.0,Second,woman,False,yes,False,0,1,0.050748620223090936,0.2963056044232219
0,2,0,54.0,0,0,14.0,Second,man,True,no,True,0,1,0.027326180120125887,0.6732847449107816
1,1,1,31.0,0,2,164.8667,First,woman,False,yes,False,0,1,0.32179836714362564,0.38426740387031916
1,1,1,40.0,1,1,134.5,First,woman,False,yes,False,0,0,0.2625265161540666,0.49736114601658704
0,3,0,22.0,0,0,7.25,Third,man,True,no,True,0,1,0.014151057562208049,0.2711736617240512
0,3,0,27.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.33400351847197784
1,2,1,30.0,0,0,12.35,Second,woman,False,yes,True,1,0,0.024105594605968193,0.37170143252073384
1,2,1,22.0,1,1,29.0,Second,woman,False,yes,False,0,1,0.056604230248832196,0.2711736617240512
0,3,0,28.0,8,2,69.55,Third,man,True,no,False,0,1,0.13575255909676825,0.34656948982156316
1,1,1,36.0,0,0,135.6333,First,woman,False,yes,True,0,0,0.2647385704347907,0.4470972606182458
0,3,0,61.0,0,0,6.2375,Third,man,True,no,True,0,1,0.012174789178520372,0.7612465443578789
1,2,1,36.0,0,0,13.0,Second,woman,False,yes,True,0,1,0.025374310111545468,0.4470972606182458
1,3,1,31.0,1,1,20.525,Third,woman,False,yes,False,0,1,0.04006213192611313,0.38426740387031916
1,1,1,16.0,0,1,57.9792,First,woman,False,yes,False,0,0,0.11316786160148591,0.19577783362653933
1,3,1,28.0,2,0,23.25,Third,woman,False,yes,False,1,0,0.04538097769949478,0.34656948982156316
0,1,0,45.5,0,0,28.5,First,man,True,no,True,0,1,0.055628295244541985,0.5664739884393064
0,1,0,38.0,0,1,153.4625,First,man,True,no,False,0,1,0.2995388511917728,0.4722292033174164
0,3,0,16.0,2,0,18.0,Third,man,True,no,False,0,1,0.03513366015444757,0.19577783362653933
1,1,1,28.0,1,0,133.65,First,woman,False,yes,False,0,1,0.2608674266467732,0.34656948982156316
0,3,0,28.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.34656948982156316
0,1,0,29.0,1,0,66.6,First,man,True,no,False,0,1,0.12999454257145598,0.35913546117114853
1,1,1,41.0,0,0,134.5,First,woman,False,yes,True,0,0,0.2625265161540666,0.5099271173661725
1,3,0,45.0,0,0,8.05,Third,man,True,yes,True,0,1,0.015712553569072387,0.5601910027645137
0,1,0,45.0,0,0,35.5,First,man,True,no,True,0,1,0.06929138530460494,0.5601910027645137
1,2,0,2.0,1,1,26.0,Second,child,False,yes,False,0,1,0.050748620223090936,0.01985423473234481
1,1,1,24.0,3,2,263.0,First,woman,False,yes,False,0,1,0.5133418122566507,0.2963056044232219
0,2,0,28.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.34656948982156316
0,2,0,25.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.3088715757728072
0,2,0,36.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.4470972606182458
1,2,1,24.0,0,0,13.0,Second,woman,False,yes,True,0,1,0.025374310111545468,0.2963056044232219
1,2,1,40.0,0,0,13.0,Second,woman,False,yes,True,0,1,0.025374310111545468,0.49736114601658704
1,3,1,28.0,1,0,16.1,Third,woman,False,yes,False,0,1,0.031425107138144774,0.34656948982156316
1,3,0,3.0,1,1,15.9,Third,child,False,yes,False,0,1,0.031034733136428686,0.032420206081930136
0,3,0,42.0,0,0,8.6625,Third,man,True,no,True,0,1,0.016908073949327893,0.5224930887157577
0,3,0,23.0,0,0,9.225,Third,man,True,no,True,0,1,0.01800600082915438,0.2837396330736366
0,1,0,28.0,0,0,35.0,First,man,True,no,True,0,1,0.06831545030031472,0.34656948982156316
0,3,0,15.0,1,1,7.2292,Third,child,False,no,False,0,0,0.014110458666029575,0.18321186227695402
0,3,0,25.0,1,0,17.8,Third,man,True,no,False,0,1,0.034743286152731485,0.3088715757728072
0,3,0,28.0,0,0,7.225,Third,man,True,no,True,0,0,0.014102260811993537,0.34656948982156316
0,3,0,28.0,0,0,9.5,Third,man,True,no,True,0,1,0.018542765081513996,0.34656948982156316
1,1,1,22.0,0,1,55.0,First,woman,False,yes,False,0,1,0.10735285047192313,0.2711736617240512
0,2,1,38.0,0,0,13.0,Second,woman,False,no,True,0,1,0.025374310111545468,0.4722292033174164
1,3,1,28.0,0,0,7.8792,Third,woman,False,yes,True,1,0,0.01537917417160685,0.34656948982156316
1,3,1,28.0,0,0,7.8792,Third,woman,False,yes,True,1,0,0.01537917417160685,0.34656948982156316
0,3,0,40.0,1,4,27.9,Third,man,True,no,False,0,1,0.05445717323939373,0.49736114601658704
0,2,0,29.0,1,0,27.7208,Second,man,True,no,False,0,0,0.05410739813385612,0.35913546117114853
0,3,1,45.0,0,1,14.4542,Third,woman,False,no,False,0,0,0.028212719478023115,0.5601910027645137
0,3,0,35.0,0,0,7.05,Third,man,True,no,True,0,1,0.013760683560491965,0.4345312892686604
0,3,0,28.0,1,0,15.5,Third,man,True,no,False,1,0,0.030253985132996517,0.34656948982156316
0,3,0,30.0,0,0,7.25,Third,man,True,no,True,0,1,0.014151057562208049,0.37170143252073384
1,1,1,60.0,1,0,75.25,First,woman,False,yes,False,0,0,0.14687821814567664,0.7486805730082936
1,3,1,28.0,0,0,7.2292,Third,woman,False,yes,True,0,0,0.014110458666029575,0.34656948982156316
1,3,1,28.0,0,0,7.75,Third,woman,False,yes,True,1,0,0.015126992566498259,0.34656948982156316
1,1,1,24.0,0,0,69.3,First,woman,False,yes,True,0,0,0.13526459159462315,0.2963056044232219
1,1,0,25.0,1,0,55.4417,First,man,True,yes,False,0,0,0.1082149914547131,0.3088715757728072
0,3,0,18.0,1,0,6.4958,Third,man,True,no,False,0,1,0.012678957201736696,0.22090977632571
0,3,0,19.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.2334757476752953
0,1,0,22.0,0,0,135.6333,First,man,True,no,True,0,0,0.2647385704347907,0.2711736617240512
0,3,1,3.0,3,1,21.075,Third,child,False,no,False,0,1,0.04113566043083236,0.032420206081930136
1,1,1,28.0,1,0,82.1708,First,woman,False,yes,False,0,0,0.16038672010106003,0.34656948982156316
1,3,1,22.0,0,0,7.25,Third,woman,False,yes,True,0,1,0.014151057562208049,0.2711736617240512
0,1,0,27.0,0,2,211.5,First,man,True,no,False,0,0,0.41282050681475896,0.33400351847197784
0,3,0,20.0,0,0,4.0125,Third,man,True,no,True,0,0,0.007831878409428937,0.24604171902488062
0,3,0,19.0,0,0,7.775,Third,man,True,no,True,0,1,0.015175789316712771,0.2334757476752953
1,1,1,42.0,0,0,227.525,First,woman,False,yes,True,0,0,0.4440992237022602,0.5224930887157577
1,3,1,1.0,0,2,15.7417,Third,child,False,yes,False,0,0,0.030725752114070404,0.007288263382759488
0,3,0,32.0,0,0,7.925,Third,man,True,no,True,0,1,0.015468569817999833,0.39683337521990447
1,1,1,35.0,1,0,52.0,First,woman,False,yes,False,0,1,0.10149724044618187,0.4345312892686604
0,3,0,28.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.34656948982156316
0,2,0,18.0,0,0,73.5,Second,man,True,no,True,0,1,0.1434624456306609,0.22090977632571
0,3,0,1.0,5,2,46.9,Third,child,False,no,False,0,1,0.09154270340242172,0.007288263382759488
1,2,1,36.0,0,0,13.0,Second,woman,False,yes,True,0,1,0.025374310111545468,0.4470972606182458
0,3,0,28.0,0,0,7.7292,Third,man,True,no,True,1,0,0.015086393670319786,0.34656948982156316
1,2,1,17.0,0,0,12.0,Second,woman,False,yes,True,0,0,0.023422440102965045,0.20834380497612465
1,1,0,36.0,1,2,120.0,First,man,True,yes,False,0,1,0.23422440102965048,0.4470972606182458
1,3,0,21.0,0,0,7.7958,Third,man,True,yes,True,0,1,0.015216388212891242,0.2586076903744659
0,3,0,28.0,2,0,7.925,Third,man,True,no,False,0,1,0.015468569817999833,0.34656948982156316
1,1,1,23.0,1,0,113.275,First,woman,False,yes,False,0,0,0.22109807522194713,0.2837396330736366
1,3,1,24.0,0,2,16.7,Third,woman,False,yes,False,0,1,0.03259622914329302,0.2963056044232219
0,3,0,22.0,0,0,7.7958,Third,man,True,no,True,0,1,0.015216388212891242,0.2711736617240512
0,3,1,31.0,0,0,7.8542,Third,woman,False,no,True,0,1,0.015330377421392339,0.38426740387031916
0,2,0,46.0,0,0,26.0,Second,man,True,no,True,0,1,0.050748620223090936,0.5727569741140991
0,2,0,23.0,0,0,10.5,Second,man,True,no,True,0,1,0.020494635090094415,0.2837396330736366
1,2,1,28.0,0,0,12.65,Second,woman,False,yes,True,0,1,0.02469115560854232,0.34656948982156316
1,3,0,39.0,0,0,7.925,Third,man,True,yes,True,0,1,0.015468569817999833,0.4847951746670017
0,3,0,26.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.32143754712239253
0,3,1,21.0,1,0,9.825,Third,woman,False,no,False,0,1,0.019177122834302632,0.2586076903744659
0,3,0,28.0,1,0,15.85,Third,man,True,no,False,0,1,0.030937139635999665,0.34656948982156316
0,3,1,20.0,0,0,8.6625,Third,woman,False,no,True,0,1,0.016908073949327893,0.24604171902488062
0,2,0,34.0,1,0,21.0,Second,man,True,no,False,0,1,0.04098927018018883,0.4219653179190751
0,3,0,51.0,0,0,7.75,Third,man,True,no,True,0,1,0.015126992566498259,0.6355868308620256
1,2,0,3.0,1,1,18.75,Second,child,False,yes,False,0,1,0.03659756266088288,0.032420206081930136
0,3,0,21.0,0,0,7.775,Third,man,True,no,True,0,1,0.015175789316712771,0.2586076903744659
0,3,1,28.0,3,1,25.4667,Third,woman,False,no,False,0,1,0.049707687947515,0.34656948982156316
0,3,0,28.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.34656948982156316
0,3,0,28.0,0,0,6.8583,Third,man,True,no,True,1,0,0.013386510079847098,0.34656948982156316
1,1,1,33.0,1,0,90.0,First,woman,False,yes,False,1,0,0.17566830077223786,0.4093993465694898
0,2,0,28.0,0,0,0.0,Second,man,True,no,True,0,1,0.0,0.34656948982156316
1,3,0,44.0,0,0,7.925,Third,man,True,yes,True,0,1,0.015468569817999833,0.5476250314149284
0,3,1,28.0,0,0,8.05,Third,woman,False,no,True,0,1,0.015712553569072387,0.34656948982156316
1,2,1,34.0,1,1,32.5,Second,woman,False,yes,False,0,1,0.06343577527886367,0.4219653179190751
1,2,1,18.0,0,2,13.0,Second,woman,False,yes,False,0,1,0.025374310111545468,0.22090977632571
0,2,0,30.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.37170143252073384
0,3,1,10.0,0,2,24.15,Third,child,False,no,False,0,1,0.04713766070721715,0.12038200552902739
0,3,0,28.0,0,0,7.8958,Third,man,True,no,True,0,0,0.015411575213749286,0.34656948982156316
0,3,0,21.0,0,0,7.7333,Third,man,True,no,True,1,0,0.015094396337354966,0.2586076903744659
0,3,0,29.0,0,0,7.875,Third,man,True,no,True,0,1,0.015370976317570811,0.35913546117114853
0,3,1,28.0,1,1,14.4,Third,woman,False,no,False,0,1,0.028106928123558056,0.34656948982156316
0,3,0,18.0,1,1,20.2125,Third,man,True,no,False,0,1,0.039452172548431745,0.22090977632571
0,3,0,28.0,0,0,7.25,Third,man,True,no,True,0,1,0.014151057562208049,0.34656948982156316
1,2,1,28.0,1,0,26.0,Second,woman,False,yes,False,0,1,0.050748620223090936,0.34656948982156316
1,2,1,19.0,0,0,26.0,Second,woman,False,yes,True,0,1,0.050748620223090936,0.2334757476752953
0,3,0,28.0,0,0,7.75,Third,man,True,no,True,1,0,0.015126992566498259,0.34656948982156316
1,3,0,32.0,0,0,8.05,Third,man,True,yes,True,0,1,0.015712553569072387,0.39683337521990447
1,1,0,28.0,0,0,26.55,First,man,True,yes,True,0,1,0.051822148727810165,0.34656948982156316
1,3,1,28.0,1,0,16.1,Third,woman,False,yes,False,0,1,0.031425107138144774,0.34656948982156316
1,2,1,42.0,1,0,26.0,Second,woman,False,yes,False,0,1,0.050748620223090936,0.5224930887157577
0,3,0,17.0,0,0,7.125,Third,man,True,no,True,0,1,0.013907073811135496,0.20834380497612465
0,1,0,50.0,1,0,55.9,First,man,True,no,False,0,1,0.1091095334796455,0.6230208595124404
1,1,1,14.0,1,2,120.0,First,child,False,yes,False,0,1,0.23422440102965048,0.17064589092736868
0,3,1,21.0,2,2,34.375,Third,woman,False,no,False,0,1,0.06709553154495196,0.2586076903744659
1,2,1,24.0,2,3,18.75,Second,woman,False,yes,False,0,1,0.03659756266088288,0.2963056044232219
0,1,0,64.0,1,4,263.0,First,man,True,no,False,0,1,0.5133418122566507,0.7989444584066349
0,2,0,31.0,0,0,10.5,Second,man,True,no,True,0,1,0.020494635090094415,0.38426740387031916
1,2,1,45.0,1,1,26.25,Second,woman,False,yes,False,0,1,0.05123658772523604,0.5601910027645137
0,3,0,20.0,0,0,9.5,Third,man,True,no,True,0,1,0.018542765081513996,0.24604171902488062
0,3,0,25.0,1,0,7.775,Third,man,True,no,False,0,1,0.015175789316712771,0.3088715757728072
1,2,1,28.0,0,0,13.0,Second,woman,False,yes,True,0,1,0.025374310111545468,0.34656948982156316
1,3,0,28.0,0,0,8.1125,Third,man,True,yes,True,0,1,0.015834545444608664,0.34656948982156316
1,1,0,4.0,0,2,81.8583,First,child,False,yes,False,0,1,0.15977676072337862,0.04498617743151546
1,2,1,13.0,0,1,19.5,Second,child,False,yes,False,0,1,0.038061465167318204,0.15807991957778336
1,1,0,34.0,0,0,26.55,First,man,True,yes,True,0,1,0.051822148727810165,0.4219653179190751
1,3,1,5.0,2,1,19.2583,Third,child,False,yes,False,0,0,0.03758969818624431,0.05755214878110078
1,1,0,52.0,0,0,30.5,First,man,True,yes,True,0,1,0.05953203526170282,0.648152802211611
0,2,0,36.0,1,2,27.75,Second,man,True,no,False,0,1,0.05416439273810667,0.4470972606182458
0,3,0,28.0,1,0,19.9667,Third,man,True,no,False,0,1,0.03897240290032268,0.34656948982156316
0,1,0,30.0,0,0,27.75,First,man,True,no,True,0,0,0.05416439273810667,0.37170143252073384
1,1,0,49.0,1,0,89.1042,First,man,True,yes,False,0,0,0.17391981561855152,0.610454888162855
0,3,0,28.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.34656948982156316
1,3,0,29.0,0,0,7.8958,Third,man,True,yes,True,0,0,0.015411575213749286,0.35913546117114853
0,1,0,65.0,0,0,26.55,First,man,True,no,True,0,1,0.051822148727810165,0.8115104297562202
1,1,1,28.0,1,0,51.8625,First,woman,False,yes,False,0,1,0.10122885832000206,0.34656948982156316
1,2,1,50.0,0,0,10.5,Second,woman,False,yes,True,0,1,0.020494635090094415,0.6230208595124404
0,3,0,28.0,0,0,7.75,Third,man,True,no,True,1,0,0.015126992566498259,0.34656948982156316
1,1,0,48.0,0,0,26.55,First,man,True,yes,True,0,1,0.051822148727810165,0.5978889168132697
0,3,0,34.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.4219653179190751
0,1,0,47.0,0,0,38.5,First,man,True,no,True,0,1,0.07514699533034619,0.5853229454636844
0,2,0,48.0,0,0,13.0,Second,man,True,no,True,0,1,0.025374310111545468,0.5978889168132697
0,3,0,28.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.34656948982156316
0,3,0,38.0,0,0,7.05,Third,man,True,no,True,0,1,0.013760683560491965,0.4722292033174164
0,2,0,28.0,0,0,0.0,Second,man,True,no,True,0,1,0.0,0.34656948982156316
0,1,0,56.0,0,0,26.55,First,man,True,no,True,0,1,0.051822148727810165,0.6984166876099522
0,3,0,28.0,0,0,7.725,Third,man,True,no,True,1,0,0.015078195816283748,0.34656948982156316
1,3,1,0.75,2,1,19.2583,Third,child,False,yes,False,0,0,0.03758969818624431,0.0041467705453631576
0,3,0,28.0,0,0,7.25,Third,man,True,no,True,0,1,0.014151057562208049,0.34656948982156316
0,3,0,38.0,0,0,8.6625,Third,man,True,no,True,0,1,0.016908073949327893,0.4722292033174164
1,2,1,33.0,1,2,27.75,Second,woman,False,yes,False,0,1,0.05416439273810667,0.4093993465694898
1,2,1,23.0,0,0,13.7917,Second,woman,False,yes,True,0,0,0.026919605597338588,0.2837396330736366
0,3,1,22.0,0,0,9.8375,Third,woman,False,no,True,0,1,0.019201521209409888,0.2711736617240512
0,1,0,28.0,0,0,52.0,First,man,True,no,True,0,1,0.10149724044618187,0.34656948982156316
0,2,0,34.0,1,0,21.0,Second,man,True,no,False,0,1,0.04098927018018883,0.4219653179190751
0,3,0,29.0,1,0,7.0458,Third,man,True,no,False,0,1,0.013752485706455927,0.35913546117114853
0,3,0,22.0,0,0,7.5208,Third,man,True,no,True,0,1,0.014679623960531627,0.2711736617240512
1,3,1,2.0,0,1,12.2875,Third,child,False,yes,False,0,1,0.023983602730431916,0.01985423473234481
0,3,0,9.0,5,2,46.9,Third,child,False,no,False,0,1,0.09154270340242172,0.10781603417944208
0,2,0,28.0,0,0,0.0,Second,man,True,no,True,0,1,0.0,0.34656948982156316
0,3,0,50.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.6230208595124404
1,3,1,63.0,0,0,9.5875,Third,woman,False,yes,True,0,1,0.018713553707264782,0.7863784870570495
1,1,0,25.0,1,0,91.0792,First,man,True,yes,False,0,0,0.17777475888549785,0.3088715757728072
0,3,1,28.0,3,1,25.4667,Third,woman,False,no,False,0,1,0.049707687947515,0.34656948982156316
1,1,1,35.0,1,0,90.0,First,woman,False,yes,False,0,1,0.17566830077223786,0.4345312892686604
0,1,0,58.0,0,0,29.7,First,man,True,no,True,0,0,0.057970539254838485,0.723548630309123
0,3,0,30.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.37170143252073384
1,3,0,9.0,1,1,15.9,Third,child,False,yes,False,0,1,0.031034733136428686,0.10781603417944208
0,3,0,28.0,1,0,19.9667,Third,man,True,no,False,0,1,0.03897240290032268,0.34656948982156316
0,3,0,21.0,0,0,7.25,Third,man,True,no,True,0,1,0.014151057562208049,0.2586076903744659
0,1,0,55.0,0,0,30.5,First,man,True,no,True,0,1,0.05953203526170282,0.685850716260367
0,1,0,71.0,0,0,49.5042,First,man,True,no,True,0,0,0.09662576327876685,0.8869062578537321
0,3,0,21.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.2586076903744659
0,3,0,28.0,0,0,14.4583,Third,man,True,no,True,0,0,0.028220722145058292,0.34656948982156316
1,1,1,54.0,1,0,78.2667,First,woman,False,yes,False,0,0,0.1527664244005612,0.6732847449107816
0,3,0,28.0,0,0,15.1,Third,man,True,no,True,0,1,0.029473237129564348,0.34656948982156316
0,1,1,25.0,1,2,151.55,First,woman,False,no,False,0,1,0.29580589980036276,0.3088715757728072
0,3,0,24.0,0,0,7.7958,Third,man,True,no,True,0,1,0.015216388212891242,0.2963056044232219
0,3,0,17.0,0,0,8.6625,Third,man,True,no,True,0,1,0.016908073949327893,0.20834380497612465
0,3,1,21.0,0,0,7.75,Third,woman,False,no,True,1,0,0.015126992566498259,0.2586076903744659
0,3,1,28.0,0,0,7.6292,Third,woman,False,no,True,1,0,0.014891206669461744,0.34656948982156316
0,3,1,37.0,0,0,9.5875,Third,woman,False,no,True,0,1,0.018713553707264782,0.4596632319678311
1,1,1,16.0,0,0,86.5,First,woman,False,yes,True,0,1,0.16883675574220638,0.19577783362653933
0,1,0,18.0,1,0,108.9,First,man,True,no,False,0,0,0.2125586439344078,0.22090977632571
1,2,1,33.0,0,2,26.0,Second,woman,False,yes,False,0,1,0.050748620223090936,0.4093993465694898
1,1,0,28.0,0,0,26.55,First,man,True,yes,True,0,1,0.051822148727810165,0.34656948982156316
0,3,0,28.0,0,0,22.525,Third,man,True,no,True,0,1,0.04396587194327397,0.34656948982156316
1,3,0,26.0,0,0,56.4958,Third,man,True,yes,True,0,1,0.11027245763075773,0.32143754712239253
1,3,0,29.0,0,0,7.75,Third,man,True,yes,True,1,0,0.015126992566498259,0.35913546117114853
0,3,0,28.0,0,0,8.05,Third,man,True,no,True,0,1,0.015712553569072387,0.34656948982156316
1,1,0,36.0,0,0,26.2875,First,man,True,yes,True,0,1,0.05130978285055781,0.4470972606182458
1,1,1,54.0,1,0,59.4,First,woman,False,yes,False,0,0,0.11594107850967697,0.6732847449107816
0,3,0,24.0,0,0,7.4958,Third,man,True,no,True,0,1,0.014630827210317117,0.2963056044232219
0,1,0,47.0,0,0,34.0208,First,man,True,no,True,0,1,0.06640417918791278,0.5853229454636844
1,2,1,34.0,0,0,10.5,Second,woman,False,yes,True,0,1,0.020494635090094415,0.4219653179190751
0,3,0,28.0,0,0,24.15,Third,man,True,no,True,1,0,0.04713766070721715,0.34656948982156316
1,2,1,36.0,1,0,26.0,Second,woman,False,yes,False,0,1,0.050748620223090936,0.4470972606182458
0,3,0,32.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.39683337521990447
1,1,1,30.0,0,0,93.5,First,woman,False,yes,True,0,1,0.18249984580226933,0.37170143252073384
0,3,0,22.0,0,0,7.8958,Third,man,True,no,True,0,1,0.015411575213749286,0.2711736617240512
0,3,0,28.0,0,0,7.225,Third,man,True,no,True,0,0,0.014102260811993537,0.34656948982156316
1,1,1,44.0,0,1,57.9792,First,woman,False,yes,False,0,0,0.11316786160148591,0.5476250314149284
0,3,0,28.0,0,0,7.2292,Third,man,True,no,True,0,0,0.014110458666029575,0.34656948982156316
0,3,0,40.5,0,0,7.75,Third,man,True,no,True,1,0,0.015126992566498259,0.5036441316913798
1,2,1,50.0,0,0,10.5,Second,woman,False,yes,True,0,1,0.020494635090094415,0.6230208595124404
0,1,0,28.0,0,0,221.7792,First,man,True,no,True,0,1,0.4328841690069588,0.34656948982156316
0,3,0,39.0,0,0,7.925,Third,man,True,no,True,0,1,0.015468569817999833,0.4847951746670017
0,2,0,23.0,2,1,11.5,Second,man,True,no,False,0,1,0.022446505098674838,0.2837396330736366
1,2,1,2.0,1,1,26.0,Second,child,False,yes,False,0,1,0.050748620223090936,0.01985423473234481
0,3,0,28.0,0,0,7.2292,Third,man,True,no,True,0,0,0.014110458666029575,0.34656948982156316
0,3,0,17.0,1,1,7.2292,Third,man,True,no,False,0,0,0.014110458666029575,0.20834380497612465
1,3,1,28.0,0,2,22.3583,Third,woman,False,yes,False,0,0,0.04364049521284362,0.34656948982156316
0,3,1,30.0,0,0,8.6625,Third,woman,False,no,True,0,1,0.016908073949327893,0.37170143252073384
1,2,1,7.0,0,2,26.25,Second,child,False,yes,False,0,1,0.05123658772523604,0.08268409148027142
0,1,0,45.0,0,0,26.55,First,man,True,no,True,0,1,0.051822148727810165,0.5601910027645137
